Strike,Last,Theor.,IV,Delta,Gamma,Theta,Vega,Rho,Volume,"Open Int",Vol/OI,Type,"Last Trade","Avg IV"
"4,000.00","1,683.66","1,662.60",31.15%,0.98911,0.00003,-0.59819,0.81797,10.02040,3,"211,053",0.00,Call,"09:39 ET",17.95%
"4,025.00","1,463.12","1,639.15",32.04%,0.98599,0.00004,-0.63681,1.01780,10.03561,0,1,0.00,Call,04/01/24,17.95%
"4,050.00","1,963.42","1,614.75",31.84%,0.98506,0.00004,-0.64783,1.07585,10.08497,0,5,0.00,Call,12/19/24,17.95%
"4,075.00","1,743.36","1,590.45",31.71%,0.98389,0.00005,-0.66125,1.14741,10.13071,0,1,0.00,Call,07/15/24,17.95%
"4,100.00","2,035.16","1,566.05",31.47%,0.98293,0.00005,-0.67178,1.20552,10.17971,0,58,0.00,Call,02/13/25,17.95%
"4,125.00",0.00,"1,541.75",31.29%,0.98175,0.00005,-0.68462,1.27685,10.22510,0,0,0.00,Call,N/A,17.95%
"4,150.00","1,870.44","1,517.35",31.02%,0.98076,0.00005,-0.69469,1.33539,10.27366,0,57,0.00,Call,12/19/24,17.95%
"4,175.00","1,363.81","1,493.05",30.81%,0.97954,0.00006,-0.70699,1.40689,10.31860,0,1,0.00,Call,05/21/24,17.95%
"4,200.00","1,918.64","1,468.75",30.58%,0.97830,0.00006,-0.71901,1.47853,10.36330,0,607,0.00,Call,02/10/25,17.95%
"4,225.00",0.00,"1,444.55",30.41%,0.97683,0.00006,-0.73309,1.56246,10.40439,0,0,0.00,Call,N/A,17.95%
"4,250.00","1,502.44","1,420.25",30.15%,0.97556,0.00007,-0.74452,1.63446,10.44853,0,103,0.00,Call,07/18/24,17.95%
"4,275.00","1,277.25","1,396.05",29.93%,0.97405,0.00007,-0.75792,1.71853,10.48905,0,1,0.00,Call,05/21/24,17.95%
"4,300.00","1,415.33","1,371.25",29.36%,0.97379,0.00007,-0.75774,1.73302,10.54914,0,953,0.00,Call,03/10/25,17.95%
"4,325.00",0.00,"1,347.65",29.46%,0.97097,0.00008,-0.78368,1.88717,10.56912,0,0,0.00,Call,N/A,17.95%
"4,350.00","1,409.23","1,323.45",29.20%,0.96938,0.00008,-0.79607,1.97199,10.60859,0,96,0.00,Call,07/18/24,17.95%
"4,375.00","1,767.11","1,299.35",28.97%,0.96757,0.00009,-0.81018,2.06811,10.64442,0,2,0.00,Call,02/13/25,17.95%
"4,400.00","1,198.00","1,274.85",28.55%,0.96655,0.00009,-0.81583,2.12155,10.69278,0,"1,470",0.00,Call,03/13/25,17.95%
"4,425.00",915.17,"1,251.15",28.48%,0.96385,0.00010,-0.83720,2.26108,10.71480,0,22,0.00,Call,05/01/24,17.95%
"4,450.00","1,691.41","1,227.15",28.25%,0.96174,0.00010,-0.85204,2.36840,10.74609,0,162,0.00,Call,01/30/25,17.95%
"4,475.00",874.15,"1,203.15",28.01%,0.95959,0.00011,-0.86641,2.47594,10.77687,0,22,0.00,Call,05/01/24,17.95%
"4,500.00","1,104.00","1,178.15",27.35%,0.95944,0.00011,-0.86180,2.48365,10.83901,0,"4,414",0.00,Call,03/13/25,17.95%
"4,525.00","1,651.09","1,155.25",27.51%,0.95499,0.00012,-0.89557,2.70174,10.83363,0,43,0.00,Call,12/17/24,17.95%
"4,550.00","1,492.15","1,131.45",27.30%,0.95233,0.00013,-0.91204,2.82931,10.85643,0,162,0.00,Call,12/27/24,17.95%
"4,575.00",925.69,"1,107.65",27.06%,0.94962,0.00014,-0.92790,2.95688,10.87859,0,29,0.00,Call,08/05/24,17.95%
"4,600.00","1,083.40","1,083.40",26.66%,0.94774,0.00014,-0.93567,3.04422,10.91389,2,"3,382",0.00,Call,"10:59 ET",17.95%
"4,625.00","1,267.05","1,060.15",26.58%,0.94387,0.00015,-0.95947,3.22145,10.91776,0,36,0.00,Call,09/19/24,17.95%
"4,650.00",741.17,"1,036.45",26.32%,0.94081,0.00016,-0.97512,3.35842,10.93467,0,154,0.00,Call,05/01/24,17.95%
"4,675.00",940.15,"1,012.95",26.11%,0.93733,0.00017,-0.99318,3.51220,10.94475,0,52,0.00,Call,05/21/24,17.95%
"4,700.00",930.18,988.40,25.59%,0.93576,0.00017,-0.99465,3.58048,10.98528,0,"1,632",0.00,Call,03/11/25,17.95%
"4,725.00","1,219.90",965.95,25.64%,0.93017,0.00018,-1.02693,3.81909,10.96229,0,161,0.00,Call,02/28/25,17.95%
"4,750.00",885.18,941.60,25.16%,0.92805,0.00019,-1.03051,3.90765,10.99441,0,"2,593",0.00,Call,03/11/25,17.95%
"4,775.00",820.18,919.25,25.16%,0.92218,0.00020,-1.06166,4.14855,10.96711,0,4,0.00,Call,08/07/24,17.95%
"4,800.00","1,393.00",895.10,24.72%,0.91951,0.00021,-1.06695,4.25594,10.99068,0,"5,021",0.00,Call,02/20/25,17.95%
"4,810.00",0.00,886.85,24.86%,0.91589,0.00022,-1.08771,4.39931,10.95958,0,0,0.00,Call,N/A,17.95%
"4,820.00",0.00,877.55,24.75%,0.91414,0.00022,-1.09422,4.46778,10.95822,0,0,0.00,Call,N/A,17.95%
"4,825.00","1,230.60",872.95,24.71%,0.91317,0.00023,-1.09807,4.50539,10.95606,0,64,0.00,Call,11/19/24,17.95%
"4,830.00",0.00,868.35,24.67%,0.91220,0.00023,-1.10187,4.54301,10.95385,0,0,0.00,Call,N/A,17.95%
"4,840.00",0.00,859.15,24.58%,0.91024,0.00023,-1.10934,4.61808,10.94929,0,0,0.00,Call,N/A,17.95%
"4,850.00","1,343.71",849.50,24.39%,0.90905,0.00024,-1.11096,4.66340,10.95697,0,"1,356",0.00,Call,02/18/25,17.95%
"4,860.00",0.00,840.75,24.39%,0.90629,0.00024,-1.12375,4.76787,10.93954,0,0,0.00,Call,N/A,17.95%
"4,870.00",0.00,831.65,24.32%,0.90412,0.00025,-1.13190,4.84894,10.93161,0,0,0.00,Call,N/A,17.95%
"4,875.00","1,349.75",827.05,24.27%,0.90312,0.00025,-1.13530,4.88624,10.92893,0,28,0.00,Call,12/09/24,17.95%
"4,880.00",0.00,822.45,24.22%,0.90211,0.00025,-1.13864,4.92350,10.92619,0,0,0.00,Call,N/A,17.95%
"4,890.00",0.00,813.35,24.13%,0.89991,0.00026,-1.14640,5.00417,10.91783,0,0,0.00,Call,N/A,17.95%
"4,900.00",723.87,803.40,23.88%,0.89913,0.00026,-1.14387,5.03265,10.93216,0,"3,851",0.00,Call,03/13/25,17.95%
"4,910.00",0.00,795.15,23.95%,0.89546,0.00027,-1.16131,5.16483,10.90043,0,0,0.00,Call,N/A,17.95%
"4,920.00",0.00,786.15,23.88%,0.89305,0.00027,-1.16960,5.25074,10.88872,0,0,0.00,Call,N/A,17.95%
"4,925.00","1,006.19",781.55,23.82%,0.89200,0.00027,-1.17252,5.28776,10.88542,0,55,0.00,Call,09/25/24,17.95%
"4,930.00",0.00,777.05,23.78%,0.89078,0.00028,-1.17653,5.33057,10.87940,0,0,0.00,Call,N/A,17.95%
"4,940.00",0.00,768.05,23.70%,0.88834,0.00028,-1.18437,5.41588,10.86722,0,0,0.00,Call,N/A,17.95%
"4,950.00","1,130.62",759.05,23.61%,0.88587,0.00029,-1.19199,5.50089,10.85478,0,796,0.00,Call,02/24/25,17.95%
"4,960.00",0.00,750.05,23.52%,0.88339,0.00029,-1.19937,5.58564,10.84208,0,0,0.00,Call,N/A,17.95%
"4,970.00",0.00,741.05,23.43%,0.88089,0.00030,-1.20652,5.67011,10.82911,0,0,0.00,Call,N/A,17.95%
"4,975.00","1,112.56",736.65,23.40%,0.87948,0.00030,-1.21108,5.71755,10.81997,0,323,0.00,Call,02/24/25,17.95%
"4,980.00",0.00,732.15,23.35%,0.87821,0.00030,-1.21451,5.75961,10.81331,0,0,0.00,Call,N/A,17.95%
"4,990.00",0.00,723.25,23.26%,0.87552,0.00031,-1.22223,5.84868,10.79724,0,0,0.00,Call,N/A,17.95%
"5,000.00",709.99,713.45,23.02%,0.87420,0.00032,-1.22035,5.89173,10.80348,"8,589","226,323",0.04,Call,"15:59 ET",17.95%
"5,010.00",0.00,705.45,23.09%,0.87006,0.00032,-1.23693,6.02577,10.76424,0,0,0.00,Call,N/A,17.95%
"5,020.00",0.00,696.65,23.01%,0.86715,0.00033,-1.24490,6.11864,10.74482,0,0,0.00,Call,N/A,17.95%
"5,025.00","1,026.04",692.25,22.97%,0.86569,0.00033,-1.24878,6.16487,10.73501,0,107,0.00,Call,12/19/24,17.95%
"5,030.00",0.00,687.75,22.91%,0.86437,0.00033,-1.25159,6.20626,10.72756,0,0,0.00,Call,N/A,17.95%
"5,040.00",796.20,678.95,22.82%,0.86142,0.00034,-1.25901,6.29827,10.70752,0,11,0.00,Call,03/07/25,17.95%
"5,050.00",664.40,670.05,22.72%,0.85859,0.00035,-1.26518,6.38531,10.68955,8,"1,719",0.00,Call,"15:46 ET",17.95%
"5,060.00",0.00,661.45,22.66%,0.85530,0.00035,-1.27397,6.48540,10.66409,0,0,0.00,Call,N/A,17.95%
"5,070.00",769.50,652.75,22.58%,0.85213,0.00036,-1.28148,6.58039,10.64070,0,21,0.00,Call,03/07/25,17.95%
"5,075.00",891.91,648.35,22.53%,0.85061,0.00036,-1.28464,6.62553,10.63005,0,130,0.00,Call,10/07/24,17.95%
"5,080.00",0.00,644.05,22.49%,0.84894,0.00037,-1.28867,6.67480,10.61698,0,0,0.00,Call,N/A,17.95%
"5,090.00",0.00,635.35,22.40%,0.84572,0.00037,-1.29557,6.76870,10.59290,0,0,0.00,Call,N/A,17.95%
"5,100.00",634.93,626.00,22.21%,0.84340,0.00038,-1.29628,6.83584,10.58336,0,"5,788",0.00,Call,03/14/25,17.95%
"5,110.00",653.70,618.15,22.24%,0.83894,0.00039,-1.31023,6.96286,10.53907,0,11,0.00,Call,03/11/25,17.95%
"5,120.00",639.40,609.55,22.15%,0.83551,0.00039,-1.31706,7.05897,10.51161,0,10,0.00,Call,03/10/25,17.95%
"5,125.00",539.00,605.25,22.11%,0.83378,0.00040,-1.32035,7.10679,10.49774,0,423,0.00,Call,03/13/25,17.95%
"5,130.00",590.20,600.95,22.06%,0.83205,0.00040,-1.32356,7.15445,10.48377,0,20,0.00,Call,03/11/25,17.95%
"5,140.00",0.00,592.45,21.98%,0.82843,0.00041,-1.33059,7.25298,10.45331,0,0,0.00,Call,N/A,17.95%
"5,150.00",579.14,583.15,21.79%,0.82584,0.00041,-1.33053,7.32249,10.43985,2,"4,361",0.00,Call,"11:15 ET",17.95%
"5,160.00",0.00,575.55,21.82%,0.82097,0.00042,-1.34442,7.45125,10.38904,0,0,0.00,Call,N/A,17.95%
"5,170.00",0.00,567.05,21.72%,0.81727,0.00043,-1.35037,7.54754,10.35735,0,0,0.00,Call,N/A,17.95%
"5,175.00",679.98,562.85,21.68%,0.81534,0.00043,-1.35362,7.59707,10.34028,0,118,0.00,Call,03/07/25,17.95%
"5,180.00",0.00,558.65,21.64%,0.81340,0.00044,-1.35677,7.64638,10.32311,0,0,0.00,Call,N/A,17.95%
"5,190.00",0.00,550.35,21.56%,0.80938,0.00044,-1.36360,7.74752,10.28636,0,0,0.00,Call,N/A,17.95%
"5,200.00",538.01,541.35,21.40%,0.80620,0.00045,-1.36453,7.82643,10.26350,8,"6,600",0.00,Call,"15:51 ET",17.95%
"5,210.00",550.10,533.65,21.39%,0.80137,0.00046,-1.37527,7.94392,10.21362,0,10,0.00,Call,03/10/25,17.95%
"5,220.00",484.60,525.45,21.31%,0.79714,0.00047,-1.38166,8.04511,10.17353,0,35,0.00,Call,03/13/25,17.95%
"5,225.00",957.65,521.25,21.26%,0.79513,0.00047,-1.38395,8.09251,10.15529,0,110,0.00,Call,02/13/25,17.95%
"5,230.00",0.00,516.60,21.15%,0.79364,0.00047,-1.38276,8.12740,10.14572,0,0,0.00,Call,N/A,17.95%
"5,240.00",0.00,508.95,21.13%,0.78869,0.00048,-1.39244,8.24162,10.09390,0,0,0.00,Call,N/A,17.95%
"5,250.00",491.15,500.70,21.04%,0.78442,0.00049,-1.39721,8.33845,10.05330,4,"1,897",0.00,Call,"15:49 ET",17.95%
"5,260.00",0.00,492.65,20.96%,0.77988,0.00050,-1.40300,8.43926,10.00840,0,0,0.00,Call,N/A,17.95%
"5,270.00",453.30,484.00,20.81%,0.77596,0.00051,-1.40408,8.52462,9.97407,0,13,0.00,Call,03/13/25,17.95%
"5,275.00",510.09,480.55,20.84%,0.77303,0.00051,-1.41066,8.58757,9.94057,0,213,0.00,Call,03/11/25,17.95%
"5,280.00",703.70,475.90,20.72%,0.77139,0.00051,-1.40867,8.62236,9.92888,0,50,0.00,Call,03/03/25,17.95%
"5,290.00",442.50,468.55,20.71%,0.76599,0.00052,-1.41799,8.73539,9.86972,0,4,0.00,Call,03/14/25,17.95%
"5,300.00",456.15,459.85,20.54%,0.76198,0.00053,-1.41752,8.81766,9.83407,155,"5,842",0.03,Call,"11:37 ET",17.95%
"5,310.00",408.62,452.75,20.55%,0.75627,0.00054,-1.42745,8.93206,9.76983,0,3,0.00,Call,03/13/25,17.95%
"5,320.00",0.00,444.85,20.46%,0.75135,0.00054,-1.43144,9.02828,9.71905,0,0,0.00,Call,N/A,17.95%
"5,325.00",553.81,440.75,20.40%,0.74902,0.00055,-1.43227,9.07308,9.69593,0,"1,843",0.00,Call,03/07/25,17.95%
"5,330.00",474.70,436.95,20.37%,0.74639,0.00055,-1.43495,9.12313,9.66765,0,17,0.00,Call,03/11/25,17.95%
"5,340.00",424.33,424.33,19.76%,0.74596,0.00057,-1.40738,9.13127,9.69393,15,14,1.07,Call,"11:44 ET",17.95%
"5,350.00",407.95,420.70,20.13%,0.73674,0.00057,-1.43760,9.30130,9.57000,0,"3,089",0.00,Call,03/14/25,17.95%
"5,360.00",415.09,413.75,20.12%,0.73077,0.00058,-1.44561,9.40747,9.50158,0,31,0.00,Call,03/11/25,17.95%
"5,365.00",0.00,409.85,20.07%,0.72815,0.00058,-1.44672,9.45296,9.47385,0,0,0.00,Call,N/A,17.95%
"5,370.00",538.20,406.05,20.03%,0.72544,0.00058,-1.44832,9.49958,9.44442,0,11,0.00,Call,03/06/25,17.95%
"5,375.00",757.94,402.25,19.99%,0.72272,0.00059,-1.44978,9.54574,9.41483,0,250,0.00,Call,12/27/24,17.95%
"5,380.00",0.00,397.55,19.86%,0.72075,0.00059,-1.44559,9.57871,9.39848,0,0,0.00,Call,N/A,17.95%
"5,385.00",396.02,394.65,19.91%,0.71724,0.00060,-1.45228,9.63673,9.35516,0,1,0.00,Call,03/11/25,17.95%
"5,390.00",532.50,390.85,19.86%,0.71448,0.00060,-1.45333,9.68157,9.32507,0,21,0.00,Call,03/05/25,17.95%
"5,395.00",392.30,387.05,19.82%,0.71171,0.00061,-1.45423,9.72597,9.29479,0,1,0.00,Call,03/11/25,17.95%
"5,400.00",379.13,382.70,19.71%,0.70937,0.00061,-1.45170,9.76302,9.27212,19,"10,220",0.00,Call,"15:50 ET",17.95%
"5,405.00",350.80,379.55,19.73%,0.70605,0.00061,-1.45621,9.81467,9.23228,0,44,0.00,Call,03/13/25,17.95%
"5,410.00",377.94,377.94,19.90%,0.70157,0.00061,-1.46962,9.88305,9.17160,4,1,4.00,Call,"16:03 ET",17.95%
"5,415.00",374.37,374.37,19.87%,0.69860,0.00062,-1.47124,9.92742,9.13787,4,0,0.00,Call,"16:04 ET",17.95%
"5,420.00",674.90,368.35,19.60%,0.69743,0.00063,-1.45838,9.94472,9.13646,0,4,0.00,Call,03/03/25,17.95%
"5,425.00",387.31,364.00,19.49%,0.69498,0.00063,-1.45522,9.98049,9.11231,0,"4,300",0.00,Call,03/12/25,17.95%
"5,430.00",312.90,360.95,19.51%,0.69156,0.00063,-1.45948,10.02968,9.07075,0,15,0.00,Call,03/13/25,17.95%
"5,435.00",0.00,357.35,19.47%,0.68854,0.00064,-1.46038,10.07238,9.03632,0,0,0.00,Call,N/A,17.95%
"5,440.00",358.11,353.65,19.42%,0.68558,0.00064,-1.46054,10.11356,9.00299,0,31,0.00,Call,03/11/25,17.95%
"5,445.00",0.00,349.95,19.37%,0.68260,0.00065,-1.46056,10.15422,8.96945,0,0,0.00,Call,N/A,17.95%
"5,450.00",338.97,345.70,19.27%,0.67997,0.00065,-1.45731,10.18946,8.94245,56,"2,893",0.02,Call,"15:49 ET",17.95%
"5,455.00",335.16,342.20,19.24%,0.67682,0.00066,-1.45816,10.23101,8.90594,38,35,1.09,Call,"15:48 ET",17.95%
"5,460.00",337.76,337.76,19.11%,0.67427,0.00066,-1.45357,10.26410,8.88050,38,0,0.00,Call,"15:52 ET",17.95%
"5,465.00",333.10,333.10,18.97%,0.67183,0.00067,-1.44763,10.29527,8.85722,36,0,0.00,Call,"15:56 ET",17.95%
"5,470.00",366.80,331.45,19.11%,0.66747,0.00067,-1.45834,10.34987,8.79833,0,12,0.00,Call,03/10/25,17.95%
"5,475.00",549.97,328.00,19.08%,0.66424,0.00067,-1.45882,10.38927,8.76055,0,"1,666",0.00,Call,01/13/25,17.95%
"5,480.00",315.06,324.35,19.03%,0.66112,0.00068,-1.45801,10.42659,8.72483,0,1,0.00,Call,03/11/25,17.95%
"5,485.00",287.00,320.80,18.98%,0.65792,0.00068,-1.45760,10.46403,8.68777,0,11,0.00,Call,03/13/25,17.95%
"5,490.00",308.20,317.25,18.94%,0.65471,0.00068,-1.45703,10.50084,8.65048,27,11,2.45,Call,"13:19 ET",17.95%
"5,495.00",0.00,313.75,18.89%,0.65146,0.00069,-1.45655,10.53733,8.61245,0,0,0.00,Call,N/A,17.95%
"5,500.00",310.43,310.43,18.87%,0.64809,0.00069,-1.45688,10.57420,8.57236,29,"16,049",0.00,Call,"14:39 ET",17.95%
"5,505.00",0.00,306.75,18.80%,0.64490,0.00070,-1.45509,10.60835,8.53574,0,0,0.00,Call,N/A,17.95%
"5,510.00",338.42,303.30,18.76%,0.64158,0.00070,-1.45437,10.64312,8.49655,0,17,0.00,Call,03/17/25,17.95%
"5,515.00",304.23,299.80,18.71%,0.63826,0.00070,-1.45321,10.67697,8.45762,0,1,0.00,Call,03/12/25,17.95%
"5,520.00",295.07,296.40,18.67%,0.63488,0.00071,-1.45241,10.71060,8.41750,0,22,0.00,Call,03/12/25,17.95%
"5,525.00",304.85,293.05,18.64%,0.63147,0.00071,-1.45170,10.74373,8.37672,0,"1,603",0.00,Call,03/14/25,17.95%
"5,530.00",340.82,289.55,18.58%,0.62810,0.00071,-1.45001,10.77549,8.33707,0,21,0.00,Call,03/17/25,17.95%
"5,535.00",0.00,286.15,18.54%,0.62467,0.00072,-1.44866,10.80696,8.29628,0,0,0.00,Call,N/A,17.95%
"5,540.00",286.24,282.75,18.49%,0.62123,0.00072,-1.44715,10.83769,8.25525,0,1,0.00,Call,03/12/25,17.95%
"5,545.00",331.00,279.40,18.45%,0.61775,0.00073,-1.44570,10.86784,8.21356,0,13,0.00,Call,03/17/25,17.95%
"5,550.00",268.75,275.80,18.38%,0.61435,0.00073,-1.44277,10.89645,8.17364,1,"4,820",0.00,Call,"15:49 ET",17.95%
"5,555.00",282.80,272.40,18.33%,0.61085,0.00073,-1.44070,10.92497,8.13179,0,5,0.00,Call,03/12/25,17.95%
"5,560.00",229.57,269.25,18.30%,0.60724,0.00074,-1.43975,10.95340,8.08778,0,19,0.00,Call,03/13/25,17.95%
"5,565.00",269.81,265.90,18.25%,0.60369,0.00074,-1.43756,10.98047,8.04507,4,3,1.33,Call,"10:30 ET",17.95%
"5,570.00",486.73,262.60,18.21%,0.60011,0.00075,-1.43545,11.00685,8.00172,0,2,0.00,Call,01/14/25,17.95%
"5,575.00",255.24,259.35,18.17%,0.59649,0.00075,-1.43340,11.03251,7.95777,2,538,0.00,Call,"12:44 ET",17.95%
"5,580.00",258.61,256.10,18.12%,0.59285,0.00075,-1.43116,11.05733,7.91357,16,0,0.00,Call,"16:07 ET",17.95%
"5,585.00",267.20,252.80,18.07%,0.58921,0.00076,-1.42846,11.08120,7.86943,2,2,1.00,Call,"09:35 ET",17.95%
"5,590.00",276.16,249.60,18.03%,0.58553,0.00076,-1.42609,11.10438,7.82439,0,13,0.00,Call,03/11/25,17.95%
"5,595.00",248.78,246.40,17.98%,0.58182,0.00076,-1.42352,11.12667,7.77910,16,147,0.11,Call,"16:11 ET",17.95%
"5,600.00",241.58,243.15,17.93%,0.57811,0.00077,-1.42049,11.14800,7.73381,225,"22,479",0.01,Call,"12:18 ET",17.95%
"5,605.00",235.06,240.00,17.89%,0.57436,0.00077,-1.41777,11.16855,7.68770,4,29,0.14,Call,"11:08 ET",17.95%
"5,610.00",234.50,236.80,17.84%,0.57060,0.00077,-1.41459,11.18812,7.64157,2,4,0.50,Call,"11:37 ET",17.95%
"5,615.00",230.60,233.70,17.80%,0.56681,0.00078,-1.41173,11.20684,7.59467,0,1,0.00,Call,03/11/25,17.95%
"5,620.00",263.80,230.50,17.75%,0.56300,0.00078,-1.40814,11.22453,7.54795,0,15,0.00,Call,03/10/25,17.95%
"5,625.00",272.00,227.30,17.70%,0.55918,0.00078,-1.40434,11.24127,7.50092,0,"10,613",0.00,Call,03/17/25,17.95%
"5,630.00",200.10,224.30,17.66%,0.55532,0.00079,-1.40138,11.25713,7.45275,0,7,0.00,Call,03/13/25,17.95%
